PassengerId,Survived,Name,Age,SibSp,Parch,Ticket,Fare,Sex_male,Embarked_Q,Embarked_S,Pclass_2,Pclass_3
240,0,"Hunt, Mr. George Henry",0.4093993465694898,0.0,0.0,SCO/W 1585,0.18884615384615386,True,False,True,True,False
241,0,"Zabour, Miss. Thamine",0.34656948982156316,0.2,0.0,2665,0.2223723076923077,False,False,False,False,True
242,1,"Murphy, Miss. Katherine ""Kate""",0.34656948982156316,0.2,0.0,367230,0.23846153846153847,False,True,False,False,True
243,0,"Coleridge, Mr. Reginald Charles",0.35913546117114853,0.0,0.0,W./C. 14263,0.16153846153846155,True,False,True,True,False
244,0,"Maenpaa, Mr. Matti Alexanteri",0.2711736617240512,0.0,0.0,STON/O 2. 3101275,0.10961538461538461,True,False,True,False,True
245,0,"Attalah, Mr. Sleiman",0.37170143252073384,0.0,0.0,2694,0.11115384615384616,True,False,False,False,True
247,0,"Lindahl, Miss. Agda Thorilda Viktoria",0.3088715757728072,0.0,0.0,347071,0.11961538461538462,False,False,True,False,True
248,1,"Hamalainen, Mrs. William (Anna)",0.2963056044232219,0.0,0.3333333333333333,250649,0.2230769230769231,False,False,True,True,False
249,1,"Beckwith, Mr. Richard Leonard",0.4596632319678311,0.2,0.16666666666666666,11751,0.8085261538461539,True,False,True,False,False
250,0,"Carter, Rev. Ernest Courtenay",0.6732847449107816,0.2,0.0,244252,0.4,True,False,True,True,False
251,0,"Reed, Mr. James George",0.34656948982156316,0.0,0.0,362316,0.11153846153846154,True,False,True,False,True
252,0,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",0.35913546117114853,0.2,0.16666666666666666,347054,0.1609615384615385,False,False,True,False,True
253,0,"Stead, Mr. William Thomas",0.7738125157074642,0.0,0.0,113514,0.4084615384615385,True,False,True,False,False
254,0,"Lobb, Mr. William Arthur",0.37170143252073384,0.2,0.0,A/5. 3336,0.24769230769230774,True,False,True,False,True
255,0,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",0.5099271173661725,0.0,0.3333333333333333,370129,0.31096153846153846,False,False,True,False,True
256,1,"Touma, Mrs. Darwis (Hanne Youssef Razi)",0.35913546117114853,0.0,0.3333333333333333,2650,0.23455076923076923,False,False,False,False,True
260,1,"Parrish, Mrs. (Lutie Davis)",0.6230208595124404,0.0,0.16666666666666666,230433,0.4,False,False,True,True,False
261,0,"Smith, Mr. Thomas",0.34656948982156316,0.0,0.0,384461,0.11923076923076924,True,True,False,False,True
262,1,"Asplund, Master. Edvin Rojj Felix",0.032420206081930136,0.8,0.3333333333333333,347077,0.4828846153846154,True,False,True,False,True
264,0,"Harrison, Mr. William",0.49736114601658704,0.0,0.0,112059,0.0,True,False,True,False,False
265,0,"Henry, Miss. Delia",0.34656948982156316,0.0,0.0,382649,0.11923076923076924,False,True,False,False,True
266,0,"Reeves, Mr. David",0.4470972606182458,0.0,0.0,C.A. 17248,0.16153846153846155,True,False,True,True,False
267,0,"Panula, Mr. Ernesti Arvid",0.19577783362653933,0.8,0.16666666666666666,3101295,0.6105769230769231,True,False,True,False,True
268,1,"Persson, Mr. Ernst Ulrik",0.3088715757728072,0.2,0.0,347083,0.11961538461538462,True,False,True,False,True
271,0,"Cairns, Mr. Alexander",0.34656948982156316,0.0,0.0,113798,0.47692307692307695,True,False,True,False,False
272,1,"Tornquist, Mr. William Henry",0.3088715757728072,0.0,0.0,LINE,0.0,True,False,True,False,True
273,1,"Mellinger, Mrs. (Elizabeth Anne Maidment)",0.5099271173661725,0.0,0.16666666666666666,250644,0.30000000000000004,False,False,True,True,False
274,0,"Natsch, Mr. Charles H",0.4596632319678311,0.0,0.16666666666666666,PC 17596,0.45692307692307693,True,False,False,False,False
275,1,"Healy, Miss. Hanora ""Nora""",0.34656948982156316,0.0,0.0,370375,0.11923076923076924,False,True,False,False,True
277,0,"Lindblom, Miss. Augusta Charlotta",0.5601910027645137,0.0,0.0,347073,0.11923076923076924,False,False,True,False,True
278,0,"Parkes, Mr. Francis ""Frank""",0.34656948982156316,0.0,0.0,239853,0.0,True,False,True,True,False
279,0,"Rice, Master. Eric",0.08268409148027142,0.8,0.16666666666666666,382652,0.4480769230769231,True,True,False,False,True
280,1,"Abbott, Mrs. Stanton (Rosa Hunt)",0.4345312892686604,0.2,0.16666666666666666,C.A. 2673,0.31153846153846154,False,False,True,False,True
281,0,"Duane, Mr. Frank",0.8115104297562202,0.0,0.0,336439,0.11923076923076924,True,True,False,False,True
282,0,"Olsson, Mr. Nils Johan Goransson",0.34656948982156316,0.0,0.0,347464,0.12083384615384615,True,False,True,False,True
283,0,"de Pelsmaeker, Mr. Alfons",0.19577783362653933,0.0,0.0,345778,0.14615384615384616,True,False,True,False,True
284,1,"Dorking, Mr. Edward Arthur",0.2334757476752953,0.0,0.0,A/5. 10482,0.12384615384615387,True,False,True,False,True
285,0,"Smith, Mr. Richard William",0.34656948982156316,0.0,0.0,113056,0.4,True,False,True,False,False
286,0,"Stankovic, Mr. Ivan",0.4093993465694898,0.0,0.0,349239,0.13326923076923078,True,False,False,False,True
287,1,"de Mulder, Mr. Theodore",0.37170143252073384,0.0,0.0,345774,0.14615384615384616,True,False,True,False,True
288,0,"Naidenoff, Mr. Penko",0.2711736617240512,0.0,0.0,349206,0.12147384615384617,True,False,True,False,True
289,1,"Hosono, Mr. Masabumi",0.5224930887157577,0.0,0.0,237798,0.2,True,False,True,True,False
290,1,"Connolly, Miss. Kate",0.2711736617240512,0.0,0.0,370373,0.11923076923076924,False,True,False,False,True
293,0,"Levy, Mr. Rene Jacques",0.4470972606182458,0.0,0.0,SC/Paris 2163,0.1980769230769231,True,False,False,True,False
294,0,"Haas, Miss. Aloisia",0.2963056044232219,0.0,0.0,349236,0.13615384615384615,False,False,True,False,True
295,0,"Mineff, Mr. Ivan",0.2963056044232219,0.0,0.0,349233,0.12147384615384617,True,False,True,False,True
296,0,"Lewy, Mr. Ervin G",0.34656948982156316,0.0,0.0,PC 17612,0.4264738461538462,True,False,False,False,False
297,0,"Hanna, Mr. Mansour",0.2900226187484292,0.0,0.0,2693,0.11121846153846154,True,False,False,False,True
299,1,"Saalfeld, Mr. Adolphe",0.34656948982156316,0.0,0.0,19988,0.46923076923076923,True,False,True,False,False
301,1,"Kelly, Miss. Anna Katherine ""Annie Kate""",0.34656948982156316,0.0,0.0,9234,0.11923076923076924,False,True,False,False,True
302,1,"McCoy, Mr. Bernard",0.34656948982156316,0.4,0.0,367226,0.3576923076923077,True,True,False,False,True
303,0,"Johnson, Mr. William Cahoone Jr",0.2334757476752953,0.0,0.0,LINE,0.0,True,False,True,False,True
304,1,"Keane, Miss. Nora A",0.34656948982156316,0.0,0.0,226593,0.19,False,True,False,True,False
305,0,"Williams, Mr. Howard Hugh ""Harry""",0.34656948982156316,0.0,0.0,A/5 2466,0.12384615384615387,True,False,True,False,True
309,0,"Abelson, Mr. Samuel",0.37170143252073384,0.2,0.0,P/PP 3381,0.36923076923076925,True,False,False,True,False
310,1,"Francatelli, Miss. Laura Mabel",0.37170143252073384,0.0,0.0,PC 17485,0.8758338461538462,False,False,False,False,False
313,0,"Lahtinen, Mrs. William (Anna Sylfven)",0.32143754712239253,0.2,0.16666666666666666,250651,0.4,False,False,True,True,False
314,0,"Hendekovic, Mr. Ignjac",0.34656948982156316,0.0,0.0,349243,0.12147384615384617,True,False,True,False,True
315,0,"Hart, Mr. Benjamin",0.5350590600653431,0.2,0.16666666666666666,F.C.C. 13529,0.40384615384615385,True,False,True,True,False
316,1,"Nilsson, Miss. Helmina Josefina",0.32143754712239253,0.0,0.0,347470,0.12083384615384615,False,False,True,False,True
317,1,"Kantor, Mrs. Sinai (Miriam Sternin)",0.2963056044232219,0.2,0.0,244367,0.4,False,False,True,True,False
318,0,"Moraweck, Dr. Ernest",0.6732847449107816,0.0,0.0,29011,0.2153846153846154,True,False,True,True,False
321,0,"Dennis, Mr. Samuel",0.2711736617240512,0.0,0.0,A/5 21172,0.11153846153846154,True,False,True,False,True
322,0,"Danoff, Mr. Yoto",0.33400351847197784,0.0,0.0,349219,0.12147384615384617,True,False,True,False,True
323,1,"Slayter, Miss. Hilda Mary",0.37170143252073384,0.0,0.0,234818,0.19,False,True,False,True,False
324,1,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",0.2711736617240512,0.2,0.16666666666666666,248738,0.4461538461538462,False,False,True,True,False
327,0,"Nysveen, Mr. Johan Hansen",0.7612465443578789,0.0,0.0,345364,0.09596153846153846,True,False,True,False,True
328,1,"Ball, Mrs. (Ada E Hall)",0.4470972606182458,0.0,0.0,28551,0.2,False,False,True,True,False
329,1,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",0.38426740387031916,0.2,0.16666666666666666,363291,0.31576923076923075,False,False,True,False,True
330,1,"Hippach, Miss. Jean Gertrude",0.19577783362653933,0.0,0.16666666666666666,111361,0.8919876923076924,False,False,False,False,False
331,1,"McCoy, Miss. Agnes",0.34656948982156316,0.4,0.0,367226,0.3576923076923077,False,True,False,False,True
332,0,"Partner, Mr. Austen",0.5664739884393064,0.0,0.0,113043,0.43846153846153846,True,False,True,False,False
334,0,"Vander Planke, Mr. Leo Edmondus",0.19577783362653933,0.4,0.0,345764,0.27692307692307694,True,False,True,False,True
336,0,"Denkoff, Mr. Mitto",0.34656948982156316,0.0,0.0,349225,0.12147384615384617,True,False,True,False,True
339,1,"Dahl, Mr. Karl Edwart",0.5601910027645137,0.0,0.0,7598,0.12384615384615387,True,False,True,False,True
340,0,"Blackwell, Mr. Stephen Weart",0.5601910027645137,0.0,0.0,113784,0.5461538461538462,True,False,True,False,False
341,1,"Navratil, Master. Edmond Roger",0.01985423473234481,0.2,0.16666666666666666,230080,0.4,True,False,True,True,False
343,0,"Collander, Mr. Erik Gustaf",0.34656948982156316,0.0,0.0,248740,0.2,True,False,True,True,False
344,0,"Sedgwick, Mr. Charles Frederick Waddington",0.3088715757728072,0.0,0.0,244361,0.2,True,False,True,True,False
345,0,"Fox, Mr. Stanley Hubert",0.4470972606182458,0.0,0.0,229236,0.2,True,False,True,True,False
346,1,"Brown, Miss. Amelia ""Mildred""",0.2963056044232219,0.0,0.0,248733,0.2,False,False,True,True,False
347,1,"Smith, Miss. Marion Elsie",0.49736114601658704,0.0,0.0,31418,0.2,False,False,True,True,False
348,1,"Davison, Mrs. Thomas Henry (Mary E Finck)",0.34656948982156316,0.2,0.0,386525,0.24769230769230774,False,False,True,False,True
349,1,"Coutts, Master. William Loch ""William""",0.032420206081930136,0.2,0.16666666666666666,C.A. 37671,0.24461538461538462,True,False,True,False,True
350,0,"Dimic, Mr. Jovan",0.5224930887157577,0.0,0.0,315088,0.13326923076923078,True,False,True,False,True
351,0,"Odahl, Mr. Nils Martin",0.2837396330736366,0.0,0.0,7267,0.14192307692307693,True,False,True,False,True
352,0,"Williams-Lambert, Mr. Fletcher Fellows",0.34656948982156316,0.0,0.0,113510,0.5384615384615385,True,False,True,False,False
353,0,"Elias, Mr. Tannous",0.18321186227695402,0.2,0.16666666666666666,2695,0.11121846153846154,True,False,False,False,True
354,0,"Arnold-Franchi, Mr. Josef",0.3088715757728072,0.2,0.0,349237,0.27384615384615385,True,False,True,False,True
355,0,"Yousif, Mr. Wazli",0.34656948982156316,0.0,0.0,2647,0.11115384615384616,True,False,False,False,True
356,0,"Vanden Steen, Mr. Leo Peter",0.34656948982156316,0.0,0.0,345783,0.14615384615384616,True,False,True,False,True
357,1,"Bowerman, Miss. Elsie Edith",0.2711736617240512,0.0,0.16666666666666666,113505,0.8461538461538463,False,False,True,False,False
358,0,"Funk, Miss. Annie Clemmer",0.4722292033174164,0.0,0.0,237671,0.2,False,False,True,True,False
359,1,"McGovern, Miss. Mary",0.34656948982156316,0.0,0.0,330931,0.12121846153846154,False,True,False,False,True
360,1,"Mockler, Miss. Helen Mary ""Ellie""",0.34656948982156316,0.0,0.0,330980,0.12121846153846154,False,True,False,False,True
361,0,"Skoog, Mr. Wilhelm",0.49736114601658704,0.2,0.6666666666666666,347088,0.42923076923076925,True,False,True,False,True
362,0,"del Carlo, Mr. Sebastiano",0.35913546117114853,0.2,0.0,SC/PARIS 2167,0.4264738461538462,True,False,False,True,False
363,0,"Barbara, Mrs. (Catherine David)",0.5601910027645137,0.0,0.16666666666666666,2691,0.2223723076923077,False,False,False,False,True
364,0,"Asim, Mr. Adola",0.4345312892686604,0.0,0.0,SOTON/O.Q. 3101310,0.10846153846153847,True,False,True,False,True
365,0,"O'Brien, Mr. Thomas",0.34656948982156316,0.2,0.0,370365,0.23846153846153847,True,True,False,False,True
366,0,"Adahl, Mr. Mauritz Nils Martin",0.37170143252073384,0.0,0.0,C 7076,0.11153846153846154,True,False,True,False,True
368,1,"Moussa, Mrs. (Mantoura Boulos)",0.34656948982156316,0.0,0.0,2626,0.11121846153846154,False,False,False,False,True
369,1,"Jermyn, Miss. Annie",0.34656948982156316,0.0,0.0,14313,0.11923076923076924,False,True,False,False,True
371,1,"Harder, Mr. George Achilles",0.3088715757728072,0.2,0.0,11765,0.8529492307692308,True,False,False,False,False
372,0,"Wiklund, Mr. Jakob Alfred",0.22090977632571,0.2,0.0,3101267,0.09993538461538462,True,False,True,False,True
373,0,"Beavan, Mr. William Thomas",0.2334757476752953,0.0,0.0,323951,0.12384615384615387,True,False,True,False,True
375,0,"Palsson, Miss. Stina Viola",0.032420206081930136,0.6000000000000001,0.16666666666666666,349909,0.3242307692307692,False,False,True,False,True
377,1,"Landergren, Miss. Aurora Adelia",0.2711736617240512,0.0,0.0,C 7077,0.11153846153846154,False,False,True,False,True
379,0,"Betros, Mr. Tannous",0.24604171902488062,0.0,0.0,2648,0.061730769230769235,True,False,False,False,True
380,0,"Gustafsson, Mr. Karl Gideon",0.2334757476752953,0.0,0.0,347069,0.11961538461538462,True,False,True,False,True
382,1,"Nakid, Miss. Maria (""Mary"")",0.007288263382759488,0.0,0.3333333333333333,2653,0.24218,False,False,False,False,True
383,0,"Tikkanen, Mr. Juho",0.39683337521990447,0.0,0.0,STON/O 2. 3101293,0.12192307692307693,True,False,True,False,True
384,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",0.4345312892686604,0.2,0.0,113789,0.8,False,False,True,False,False
385,0,"Plotcharsky, Mr. Vasil",0.34656948982156316,0.0,0.0,349227,0.12147384615384617,True,False,True,False,True
387,0,"Goodwin, Master. Sidney Leonard",0.007288263382759488,1.0,0.3333333333333333,CA 2144,0.7215384615384616,True,False,True,False,True
388,1,"Buss, Miss. Kate",0.4470972606182458,0.0,0.0,27849,0.2,False,False,True,True,False
389,0,"Sadlier, Mr. Matthew",0.34656948982156316,0.0,0.0,367655,0.11891076923076924,True,True,False,False,True
390,1,"Lehmann, Miss. Bertha",0.20834380497612465,0.0,0.0,SC 1748,0.18461538461538463,False,False,False,True,False
392,1,"Jansson, Mr. Carl Olof",0.2586076903744659,0.0,0.0,350034,0.11993538461538462,True,False,True,False,True
393,0,"Gustafsson, Mr. Johan Birger",0.34656948982156316,0.4,0.0,3101277,0.12192307692307693,True,False,True,False,True
395,1,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",0.2963056044232219,0.0,0.3333333333333333,PP 9549,0.2569230769230769,False,False,True,False,True
396,0,"Johansson, Mr. Erik",0.2711736617240512,0.0,0.0,350052,0.11993538461538462,True,False,True,False,True
397,0,"Olsson, Miss. Elina",0.38426740387031916,0.0,0.0,350407,0.12083384615384615,False,False,True,False,True
398,0,"McKane, Mr. Peter David",0.5727569741140991,0.0,0.0,28403,0.4,True,False,True,True,False
399,0,"Pain, Dr. Alfred",0.2837396330736366,0.0,0.0,244278,0.16153846153846155,True,False,True,True,False
400,1,"Trout, Mrs. William H (Jessie L)",0.34656948982156316,0.0,0.0,240929,0.19461538461538463,False,False,True,True,False
401,1,"Niskanen, Mr. Juha",0.4847951746670017,0.0,0.0,STON/O 2. 3101289,0.12192307692307693,True,False,True,False,True
402,0,"Adams, Mr. John",0.32143754712239253,0.0,0.0,341826,0.12384615384615387,True,False,True,False,True
403,0,"Jussila, Miss. Mari Aina",0.2586076903744659,0.2,0.0,4137,0.15115384615384614,False,False,True,False,True
404,0,"Hakkarainen, Mr. Pekka Pietari",0.34656948982156316,0.2,0.0,STON/O2. 3101279,0.24384615384615385,True,False,True,False,True
405,0,"Oreskovic, Miss. Marija",0.24604171902488062,0.0,0.0,315096,0.13326923076923078,False,False,True,False,True
406,0,"Gale, Mr. Shadrach",0.4219653179190751,0.2,0.0,28664,0.3230769230769231,True,False,True,True,False
407,0,"Widegren, Mr. Carl/Charles Peter",0.6355868308620256,0.0,0.0,347064,0.11923076923076924,True,False,True,False,True
408,1,"Richards, Master. William Rowe",0.032420206081930136,0.2,0.16666666666666666,29106,0.2884615384615385,True,False,True,True,False
409,0,"Birkeland, Mr. Hans Martin Monsen",0.2586076903744659,0.0,0.0,312992,0.11961538461538462,True,False,True,False,True
410,0,"Lefebre, Miss. Ida",0.34656948982156316,0.6000000000000001,0.16666666666666666,4133,0.3917953846153846,False,False,True,False,True
411,0,"Sdycoff, Mr. Todor",0.34656948982156316,0.0,0.0,349222,0.12147384615384617,True,False,True,False,True
412,0,"Hart, Mr. Henry",0.34656948982156316,0.0,0.0,394140,0.1055123076923077,True,True,False,False,True
414,0,"Cunningham, Mr. Alfred Fleming",0.34656948982156316,0.0,0.0,239853,0.0,True,False,True,True,False
415,1,"Sundman, Mr. Johan Julian",0.5476250314149284,0.0,0.0,STON/O 2. 3101269,0.12192307692307693,True,False,True,False,True
416,0,"Meek, Mrs. Thomas (Annie Louise Rowley)",0.34656948982156316,0.0,0.0,343095,0.12384615384615387,False,False,True,False,True
417,1,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",0.4219653179190751,0.2,0.16666666666666666,28220,0.5,False,False,True,True,False
418,1,"Silven, Miss. Lyyli Karoliina",0.22090977632571,0.0,0.3333333333333333,250652,0.2,False,False,True,True,False
419,0,"Matthews, Mr. William John",0.37170143252073384,0.0,0.0,28228,0.2,True,False,True,True,False
420,0,"Van Impe, Miss. Catharina",0.12038200552902739,0.0,0.3333333333333333,345773,0.37153846153846154,False,False,True,False,True
421,0,"Gheorgheff, Mr. Stanio",0.34656948982156316,0.0,0.0,349254,0.12147384615384617,True,False,False,False,True
422,0,"Charters, Mr. David",0.2586076903744659,0.0,0.0,A/5. 13032,0.11897384615384615,True,True,False,False,True
423,0,"Zimmerman, Mr. Leo",0.35913546117114853,0.0,0.0,315082,0.12115384615384617,True,False,True,False,True
424,0,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",0.34656948982156316,0.2,0.16666666666666666,347080,0.22153846153846155,False,False,True,False,True
425,0,"Rosblom, Mr. Viktor Richard",0.22090977632571,0.2,0.16666666666666666,370129,0.31096153846153846,True,False,True,False,True
426,0,"Wiseman, Mr. Phillippe",0.34656948982156316,0.0,0.0,A/4. 34244,0.11153846153846154,True,False,True,False,True
427,1,"Clarke, Mrs. Charles V (Ada Maria Winfield)",0.34656948982156316,0.2,0.0,2003,0.4,False,False,True,True,False
428,1,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",0.2334757476752953,0.0,0.0,250655,0.4,False,False,True,True,False
429,0,"Flynn, Mr. James",0.34656948982156316,0.0,0.0,364851,0.11923076923076924,True,True,False,False,True
430,1,"Pickard, Mr. Berk (Berk Trembisky)",0.39683337521990447,0.0,0.0,SOTON/O.Q. 392078,0.12384615384615387,True,False,True,False,True
431,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",0.34656948982156316,0.0,0.0,110564,0.4084615384615385,True,False,True,False,False
432,1,"Thorneycroft, Mrs. Percival (Florence Kate White)",0.34656948982156316,0.2,0.0,376564,0.24769230769230774,False,False,True,False,True
433,1,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",0.5224930887157577,0.2,0.0,SC/AH 3085,0.4,False,False,True,True,False
434,0,"Kallio, Mr. Nikolai Erland",0.20834380497612465,0.0,0.0,STON/O 2. 3101274,0.10961538461538461,True,False,True,False,True
435,0,"Silvey, Mr. William Baird",0.6230208595124404,0.2,0.0,13507,0.86,True,False,True,False,False
437,0,"Ford, Miss. Doolina Margaret ""Daisy""",0.2586076903744659,0.4,0.3333333333333333,W./C. 6608,0.5288461538461539,False,False,True,False,True
438,1,"Richards, Mrs. Sidney (Emily Hocking)",0.2963056044232219,0.4,0.5,29106,0.2884615384615385,False,False,True,True,False
440,0,"Kvillner, Mr. Johan Henrik Johannesson",0.38426740387031916,0.0,0.0,C.A. 18723,0.16153846153846155,True,False,True,True,False
441,1,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",0.5601910027645137,0.2,0.16666666666666666,F.C.C. 13529,0.40384615384615385,False,False,True,True,False
442,0,"Hampe, Mr. Leon",0.24604171902488062,0.0,0.0,345769,0.14615384615384616,True,False,True,False,True
443,0,"Petterson, Mr. Johan Emil",0.3088715757728072,0.2,0.0,347076,0.11961538461538462,True,False,True,False,True
444,1,"Reynaldo, Ms. Encarnacion",0.34656948982156316,0.0,0.0,230434,0.2,False,False,True,True,False
445,1,"Johannesen-Bratthammer, Mr. Bernt",0.34656948982156316,0.0,0.0,65306,0.12480769230769233,True,False,True,False,True
447,1,"Mellinger, Miss. Madeleine Violet",0.15807991957778336,0.0,0.16666666666666666,250644,0.30000000000000004,False,False,True,True,False
448,1,"Seward, Mr. Frederic Kimber",0.4219653179190751,0.0,0.0,113794,0.4084615384615385,True,False,True,False,False
449,1,"Baclini, Miss. Marie Catherine",0.05755214878110078,0.4,0.16666666666666666,2666,0.29628153846153843,False,False,False,False,True
450,1,"Peuchen, Major. Arthur Godfrey",0.648152802211611,0.0,0.0,113786,0.46923076923076923,True,False,True,False,False
451,0,"West, Mr. Edwy Arthur",0.4470972606182458,0.2,0.3333333333333333,C.A. 34651,0.42692307692307696,True,False,True,True,False
452,0,"Hagland, Mr. Ingvald Olai Olsen",0.34656948982156316,0.2,0.0,65303,0.30718,True,False,True,False,True
453,0,"Foreman, Mr. Benjamin Laventall",0.37170143252073384,0.0,0.0,113051,0.42692307692307696,True,False,False,False,False
455,0,"Peduzzi, Mr. Joseph",0.34656948982156316,0.0,0.0,A/5 2817,0.12384615384615387,True,False,True,False,True
456,1,"Jalsevac, Mr. Ivan",0.35913546117114853,0.0,0.0,349240,0.12147384615384617,True,False,False,False,True
457,0,"Millet, Mr. Francis Davis",0.8115104297562202,0.0,0.0,13509,0.4084615384615385,True,False,True,False,False
458,1,"Kenyon, Mrs. Frederick R (Marion)",0.34656948982156316,0.2,0.0,17464,0.7978846153846154,False,False,True,False,False
459,1,"Toomey, Miss. Ellen",0.6230208595124404,0.0,0.0,F.C.C. 13531,0.16153846153846155,False,False,True,True,False
460,0,"O'Connor, Mr. Maurice",0.34656948982156316,0.0,0.0,371060,0.11923076923076924,True,True,False,False,True
461,1,"Anderson, Mr. Harry",0.5978889168132697,0.0,0.0,19952,0.4084615384615385,True,False,True,False,False
462,0,"Morley, Mr. William",0.4219653179190751,0.0,0.0,364506,0.12384615384615387,True,False,True,False,True
463,0,"Gee, Mr. Arthur H",0.5853229454636844,0.0,0.0,111320,0.5923076923076923,True,False,True,False,False
464,0,"Milling, Mr. Jacob Christian",0.5978889168132697,0.0,0.0,234360,0.2,True,False,True,True,False
465,0,"Maisner, Mr. Simon",0.34656948982156316,0.0,0.0,A/S 2816,0.12384615384615387,True,False,True,False,True
466,0,"Goncalves, Mr. Manuel Estanslas",0.4722292033174164,0.0,0.0,SOTON/O.Q. 3101306,0.10846153846153847,True,False,True,False,True
467,0,"Campbell, Mr. William",0.34656948982156316,0.0,0.0,239853,0.0,True,False,True,True,False
468,0,"Smart, Mr. John Montgomery",0.6984166876099522,0.0,0.0,113792,0.4084615384615385,True,False,True,False,False
469,0,"Scanlan, Mr. James",0.34656948982156316,0.0,0.0,36209,0.11884615384615385,True,True,False,False,True
470,1,"Baclini, Miss. Helene Barbara",0.0041467705453631576,0.4,0.16666666666666666,2666,0.29628153846153843,False,False,False,False,True
471,0,"Keefe, Mr. Arthur",0.34656948982156316,0.0,0.0,323592,0.11153846153846154,True,False,True,False,True
472,0,"Cacic, Mr. Luka",0.4722292033174164,0.0,0.0,315089,0.13326923076923078,True,False,True,False,True
473,1,"West, Mrs. Edwy Arthur (Ada Mary Worth)",0.4093993465694898,0.2,0.3333333333333333,C.A. 34651,0.42692307692307696,False,False,True,True,False
474,1,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",0.2837396330736366,0.0,0.0,SC/AH Basle 541,0.21218,False,False,False,True,False
475,0,"Strandberg, Miss. Ida Sofia",0.2711736617240512,0.0,0.0,7553,0.15134615384615385,False,False,True,False,True
476,0,"Clifford, Mr. George Quincy",0.34656948982156316,0.0,0.0,110465,0.8,True,False,True,False,False
477,0,"Renouf, Mr. Peter Henry",0.4219653179190751,0.2,0.0,31027,0.3230769230769231,True,False,True,True,False
478,0,"Braund, Mr. Lewis Richard",0.35913546117114853,0.2,0.0,3460,0.10839692307692309,True,False,True,False,True
479,0,"Karlsson, Mr. Nils August",0.2711736617240512,0.0,0.0,350060,0.11570461538461539,True,False,True,False,True
480,1,"Hirvonen, Miss. Hildur E",0.01985423473234481,0.0,0.16666666666666666,3101298,0.18903846153846154,False,False,True,False,True
481,0,"Goodwin, Master. Harold Victor",0.10781603417944208,1.0,0.3333333333333333,CA 2144,0.7215384615384616,True,False,True,False,True
482,0,"Frost, Mr. Anthony Wood ""Archie""",0.34656948982156316,0.0,0.0,239854,0.0,True,False,True,True,False
483,0,"Rouse, Mr. Richard Henry",0.6230208595124404,0.0,0.0,A/5 3594,0.12384615384615387,True,False,True,False,True
484,1,"Turkula, Mrs. (Hedwig)",0.7863784870570495,0.0,0.0,4134,0.14750000000000002,False,False,True,False,True
486,0,"Lefebre, Miss. Jeannie",0.34656948982156316,0.6000000000000001,0.16666666666666666,4133,0.3917953846153846,False,False,True,False,True
488,0,"Kent, Mr. Edward Austin",0.723548630309123,0.0,0.0,11771,0.45692307692307693,True,False,False,False,False
489,0,"Somerton, Mr. Francis William",0.37170143252073384,0.0,0.0,A.5. 18509,0.12384615384615387,True,False,True,False,True
490,1,"Coutts, Master. Eden Leslie ""Neville""",0.10781603417944208,0.2,0.16666666666666666,C.A. 37671,0.24461538461538462,True,False,True,False,True
491,0,"Hagland, Mr. Konrad Mathias Reiersen",0.34656948982156316,0.2,0.0,65304,0.30718,True,False,True,False,True
492,0,"Windelov, Mr. Einar",0.2586076903744659,0.0,0.0,SOTON/OQ 3101317,0.11153846153846154,True,False,True,False,True
493,0,"Molson, Mr. Harry Markland",0.685850716260367,0.0,0.0,113787,0.46923076923076923,True,False,True,False,False
494,0,"Artagaveytia, Mr. Ramon",0.8869062578537321,0.0,0.0,PC 17609,0.7616030769230769,True,False,False,False,False
495,0,"Stanley, Mr. Edward Roland",0.2586076903744659,0.0,0.0,A/4 45380,0.12384615384615387,True,False,True,False,True
496,0,"Yousseff, Mr. Gerious",0.34656948982156316,0.0,0.0,2627,0.22243538461538462,True,False,False,False,True
498,0,"Shellard, Mr. Frederick William",0.34656948982156316,0.0,0.0,C.A. 6212,0.23230769230769233,True,False,True,False,True
500,0,"Svensson, Mr. Olof",0.2963056044232219,0.0,0.0,350035,0.11993538461538462,True,False,True,False,True
501,0,"Calic, Mr. Petar",0.20834380497612465,0.0,0.0,315086,0.13326923076923078,True,False,True,False,True
502,0,"Canavan, Miss. Mary",0.2586076903744659,0.0,0.0,364846,0.11923076923076924,False,True,False,False,True
503,0,"O'Sullivan, Miss. Bridget Mary",0.34656948982156316,0.0,0.0,330909,0.11737230769230769,False,True,False,False,True
